2013-10-29 07:43:39: 
2013-10-29 07:43:39: System configuration: lcpu=20 mem=24576MB ent=0.50
2013-10-29 07:43:39: 
2013-10-29 07:43:39: kthr    memory              page              faults              cpu
2013-10-29 07:43:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 07:43:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:03:09: 1  0 3193891 1180028   0   0   0   0    0   0   2 1162 1198  7  2 91  0  0.07  14.6
2013-10-29 08:03:15: 1  0 3193891 1180028   0   0   0   0    0   0   3 1396 1310 13  2 85  0  0.12  24.4
2013-10-29 08:03:21: 1  0 3193891 1180028   0   0   0   0    0   0   2 1186 1236  7  1 92  0  0.07  13.6
2013-10-29 08:03:27: 14  0 3193891 1180028   0   0   0   0    0   0   8 258161 19115 86  5  9  0  0.72 143.3
2013-10-29 08:03:33: 3  0 3193891 1180027   0   0   0   0    0   0   4 1378 1313 14  2 84  0  0.13  26.3
2013-10-29 08:03:39: kthr    memory              page              faults              cpu
2013-10-29 08:03:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:03:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:03:39: 3  0 3193891 1180025   0   0   0   0    0   0  12 1150 1266  1  1 98  0  0.02   4.6
2013-10-29 08:03:45: 3  0 3193891 1180024   0   0   0   0    0   0  59 1463 1269  1  3 96  0  0.03   6.9
2013-10-29 08:03:51: 4  0 3193891 1180023   0   0   0   0    0   0   2 1156 1264  7  2 92  0  0.07  13.7
2013-10-29 08:03:57: 7  0 3193891 1180023   0   0   0   0    0   0   1 1101 1224  1  1 98  0  0.02   4.4
2013-10-29 08:04:03: 9  0 3193891 1180023   0   0   0   0    0   0   3 1144 1219  7  1 92  0  0.07  14.0
2013-10-29 08:04:09: 8  0 3193891 1180023   0   0   0   0    0   0   0 1058 1259  0  1 98  0  0.02   3.3
2013-10-29 08:04:15: 7  0 3193891 1180021   0   0   0   0    0   0  15 1735 1267 16  2 82  0  0.14  28.9
2013-10-29 08:04:21: 7  0 3193891 1180018   0   0   0   0    0   0  18 1292 1289  7  2 91  0  0.07  14.9
2013-10-29 08:04:27: 6  0 3193891 1180017   0   0   0   0    0   0   8 1285 1292  2  1 96  0  0.03   6.0
2013-10-29 08:04:33: 6  0 3193891 1180016   0   0   0   0    0   0   1 1129 1349  6  1 93  0  0.07  13.1
2013-10-29 08:04:39: 4  0 3193891 1180016   0   0   0   0    0   0   4 1082 1291  1  1 98  0  0.02   3.6
2013-10-29 08:04:45: 4  0 3193891 1180004   0   0   0   0    0   0  62 1393 1308 14  3 83  0  0.14  28.2
2013-10-29 08:04:51: 5  0 3193891 1180001   0   0   0   0    0   0   4 1063 1355  1  1 98  0  0.02   4.2
2013-10-29 08:04:57: 3  0 3193891 1180001   0   0   0   0    0   0   1 1095 1302  1  1 98  0  0.02   4.5
2013-10-29 08:05:03: 1  0 3193891 1180001   0   0   0   0    0   0   1 1519 1202  1  1 98  0  0.02   4.0
2013-10-29 08:05:09: 2  0 3193891 1180000   0   0   0   0    0   0   3 1175 1310  7  2 91  0  0.07  14.7
2013-10-29 08:05:15: 25  0 3193891 1179997   0   0   0   0    0   0   5 215983 18257 89  4  7  0  0.64 128.3
2013-10-29 08:05:21: 1  0 3193891 1179995   0   0   0   0    0   0   5 7938 1317  7  2 91  0  0.08  15.5
2013-10-29 08:05:27: 1  0 3193891 1179995   0   0   0   0    0   0   4 1340 1361  1  1 97  0  0.02   5.0
2013-10-29 08:05:33: 1  0 3193891 1179995   0   0   0   0    0   0   1 1061 1166  0  1 98  0  0.02   3.2
2013-10-29 08:05:39: kthr    memory              page              faults              cpu
2013-10-29 08:05:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:05:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:05:39: 0  0 3193891 1179995   0   0   0   0    0   0   5 1121 1211  1  1 98  0  0.02   4.2
2013-10-29 08:05:45: 1  0 3193891 1179994   0   0   0   0    0   0 119 5621 1354  5  3 91  0  0.07  14.8
2013-10-29 08:05:51: 0  0 3193891 1179994   0   0   0   0    0   0   2 1052 1309  0  1 98  0  0.02   3.8
2013-10-29 08:05:57: 1  0 3193891 1179994   0   0   0   0    0   0   1 1097 1233  1  1 98  0  0.02   4.3
2013-10-29 08:06:03: 1  0 3193891 1179992   0   0   0   0    0   0  15 1095 1260  1  1 97  0  0.02   4.9
2013-10-29 08:06:09: 0  0 3193891 1179990   0   0   0   0    0   0   3 1112 1266  1  1 98  0  0.02   3.9
2013-10-29 08:06:15: 0  0 3193891 1179988   0   0   0   0    0   0   3 1090 1200  1  1 98  0  0.02   3.8
2013-10-29 08:06:21: 2  0 3193891 1179986   0   0   0   0    0   0   5 1088 1220  1  1 97  0  0.02   4.9
2013-10-29 08:06:27: 0  0 3193891 1179973   0   0   0   0    0   0  14 1413 1329  8  2 90  0  0.08  16.5
2013-10-29 08:06:33: 0  0 3193891 1179973   0   0   0   0    0   0   1 1153 1160  7  1 92  0  0.07  13.7
2013-10-29 08:06:39: 1  0 3193891 1179961   0   0   0   0    0   0  10 1328 1224 13  2 85  0  0.12  25.0
2013-10-29 08:06:45: 1  0 3193891 1179949   0   0   0   0    0   0  62 4429 1302 14  3 82  0  0.14  28.9
2013-10-29 08:06:51: 0  0 3193891 1179949   0   0   0   0    0   0   1 1047 1287  0  1 98  0  0.02   3.7
2013-10-29 08:06:57: 0  0 3193891 1179947   0   0   0   0    0   0   4 1111 1187  1  1 98  0  0.02   4.5
2013-10-29 08:07:03: 0  0 3193891 1179947   0   0   0   0    0   0   0 1046 1255  0  1 98  0  0.02   3.8
2013-10-29 08:07:09: 1  0 3193891 1179947   0   0   0   0    0   0   1 1062 1196  1  1 98  0  0.02   3.8
2013-10-29 08:07:15: 0  0 3193891 1179945   0   0   0   0    0   0   4 1126 1228  1  1 98  0  0.02   4.2
2013-10-29 08:07:21: 1  0 3193891 1179945   0   0   0   0    0   0   1 1060 1304  1  1 98  0  0.02   3.6
2013-10-29 08:07:27: 4  0 3193891 1179942   0   0   0   0    0   0   4 1324 1263  1  1 98  0  0.02   4.4
2013-10-29 08:07:33: 4  0 3193891 1179942   0   0   0   0    0   0   0 1057 1211  0  1 98  0  0.02   3.5
2013-10-29 08:07:39: kthr    memory              page              faults              cpu
2013-10-29 08:07:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:07:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:07:39: 5  0 3193891 1179940   0   0   0   0    0   0  81 14209 1303 13  2 84  0  0.13  25.8
2013-10-29 08:07:45: 5  0 3193907 1179924   0   0   0   0    0   0  57 1474 1259  1  3 96  0  0.04   7.1
2013-10-29 08:07:51: 5  0 3193907 1179924   0   0   0   0    0   0   1 1047 1205  0  1 98  0  0.02   3.5
2013-10-29 08:07:57: 5  0 3193907 1179922   0   0   0   0    0   0  17 1144 1186  2  1 97  0  0.03   5.7
2013-10-29 08:08:03: 3  0 3193907 1179922   0   0   0   0    0   0   1 1048 1342  0  1 98  0  0.02   3.7
2013-10-29 08:08:09: 4  0 3193907 1179920   0   0   0   0    0   0   5 1091 1248  1  1 98  0  0.02   3.9
2013-10-29 08:08:15: 5  0 3193907 1179918   0   0   0   0    0   0   4 1142 1202  1  1 98  0  0.02   4.5
2013-10-29 08:08:21: 6  0 3193907 1179918   0   0   0   0    0   0   1 1065 1257  0  1 98  0  0.02   3.3
2013-10-29 08:08:27: 5  0 3193907 1179917   0   0   0   0    0   0   5 2217 1324  1  2 97  0  0.03   5.2
2013-10-29 08:08:33: 5  0 3193907 1179917   0   0   0   0    0   0   0 1045 1174  0  1 98  0  0.02   3.5
2013-10-29 08:08:39: 3  0 3193907 1179915   0   0   0   0    0   0   6 1089 1224  1  1 98  0  0.02   3.8
2013-10-29 08:08:45: 4  0 3193907 1179914   0   0   0   0    0   0  60 1176 1251  1  3 96  0  0.04   7.1
2013-10-29 08:08:51: 2  0 3193907 1179914   0   0   0   0    0   0   1 1049 1189  0  1 98  0  0.02   3.4
2013-10-29 08:08:57: 3  0 3193907 1179912   0   0   0   0    0   0   4 1109 1196  1  1 98  0  0.02   4.6
2013-10-29 08:09:03: 5  0 3193907 1179910   0   0   0   0    0   0   3 1055 1255  1  1 98  0  0.02   3.6
2013-10-29 08:09:09: 5  0 3193907 1179910   0   0   0   0    0   0   0 1065 1216  0  1 98  0  0.02   3.4
2013-10-29 08:09:15: 5  0 3193907 1179910   0   0   0   0    0   0   0 1107 1217  1  1 98  0  0.02   3.9
2013-10-29 08:09:21: 5  0 3193907 1179910   0   0   0   0    0   0   0 1057 1260  0  1 98  0  0.02   3.3
2013-10-29 08:09:27: 3  0 3193907 1179904   0   0   0   0    0   0  16 1341 1329  2  1 96  0  0.04   7.0
2013-10-29 08:09:33: 4  0 3193907 1179904   0   0   0   0    0   0   0 1052 1227  0  1 98  0  0.02   3.3
2013-10-29 08:09:39: kthr    memory              page              faults              cpu
2013-10-29 08:09:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:09:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:09:39: 5  0 3193907 1179900   0   0   0   0    0   0  25 4914 1224  1  1 97  0  0.02   5.0
2013-10-29 08:09:45: 4  0 3193907 1179896   0   0   0   0    0   0  72 1524 1288  2  3 95  0  0.04   8.1
2013-10-29 08:09:51: 6  0 3193907 1179896   0   0   0   0    0   0   6 1215 1249  8  2 90  0  0.08  16.3
2013-10-29 08:09:57: 7  0 3193907 1179896   0   0   0   0    0   0   3 1189 1365  4  1 95  0  0.05   9.4
2013-10-29 08:10:03: 7  0 3193907 1179896   0   0   0   0    0   0   9 9332 1275  2  2 96  0  0.03   6.9
2013-10-29 08:10:09: 6  0 3193907 1179896   0   0   0   0    0   0   5 1074 1252  1  1 98  0  0.02   4.2
2013-10-29 08:10:15: 7  0 3193907 1179896   0   0   0   0    0   0   1 1098 1210  1  1 98  0  0.02   3.9
2013-10-29 08:10:21: 7  0 3193907 1179894   0   0   0   0    0   0   3 1138 1275  4  1 94  0  0.04   8.9
2013-10-29 08:10:27: 21  0 3193907 1179892   0   0   0   0    0   0  12 416534 45894 85  8  7  0  0.69 137.7
2013-10-29 08:10:33: 1  0 3193907 1179890   0   0   0   0    0   0   5 1121 1263  1  1 98  0  0.02   4.8
2013-10-29 08:10:39: 2  0 3193923 1179865   0   0   0   0    0   0  14 1126 1253  2  1 97  0  0.03   5.4
2013-10-29 08:10:45: 5  0 3193923 1179865   0   0   0   0    0   0  60 1143 1321  1  3 97  0  0.03   6.2
2013-10-29 08:10:51: 1  0 3193923 1179863   0   0   0   0    0   0   1 1085 1295  0  1 98  0  0.02   3.8
2013-10-29 08:10:57: 1  0 3193923 1179863   0   0   0   0    0   0   2 1072 1238  1  1 98  0  0.02   4.3
2013-10-29 08:11:03: 2  0 3193923 1179863   0   0   0   0    0   0   1 1054 1261  0  1 98  0  0.02   3.3
2013-10-29 08:11:09: 4  0 3193923 1179863   0   0   0   0    0   0   1 1079 1226  0  1 98  0  0.02   3.4
2013-10-29 08:11:15: 4  0 3193923 1179863   0   0   0   0    0   0   3 1108 1237  1  1 98  0  0.02   4.0
2013-10-29 08:11:21: 2  0 3193923 1179863   0   0   0   0    0   0   2 1061 1315  0  1 98  0  0.02   3.4
2013-10-29 08:11:27: 3  0 3193923 1179855   0   0   0   0    0   0  15 12164 1272  3  2 95  0  0.04   8.7
2013-10-29 08:11:33: 1  0 3193923 1179829   0   0   0   0    0   0  21 14017 1283  2  2 96  0  0.04   7.6
2013-10-29 08:11:39: kthr    memory              page              faults              cpu
2013-10-29 08:11:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:11:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:11:39: 1  0 3193923 1179828   0   0   0   0    0   0   7 1062 1207  1  1 98  0  0.02   3.8
2013-10-29 08:11:45: 1  1 3193923 1179828   0   0   0   0    0   0  62 1479 1281  1  3 96  0  0.04   7.0
2013-10-29 08:11:51: 1  0 3193923 1179825   0   0   0   0    0   0  96 25504 1311  6  2 91  0  0.08  15.1
2013-10-29 08:11:57: 1  0 3193923 1179825   0   0   0   0    0   0   2 1079 1209  1  1 98  0  0.02   4.5
2013-10-29 08:12:03: 1  0 3193923 1179825   0   0   0   0    0   0   0 1056 1249  0  1 98  0  0.02   3.7
2013-10-29 08:12:09: 1  0 3193923 1179825   0   0   0   0    0   0   1 1081 1290  1  1 98  0  0.02   4.2
2013-10-29 08:12:15: 1  0 3193923 1179806   0   0   0   0    0   0  18 1799 1235 19  2 79  0  0.17  33.6
2013-10-29 08:12:21: 1  0 3193923 1179805   0   0   0   0    0   0   5 1335 1289 13  2 86  0  0.12  23.9
2013-10-29 08:12:27: 1  0 3193923 1179802   0   0   0   0    0   0   8 1321 1352  1  1 98  0  0.02   4.8
2013-10-29 08:12:33: 1  0 3193923 1179802   0   0   0   0    0   0  54 6548 1282  5  2 93  0  0.06  12.1
2013-10-29 08:12:39: 2  0 3193923 1179802   0   0   0   0    0   0   2 1062 1209  1  1 98  0  0.02   3.4
2013-10-29 08:12:45: 5  1 3193923 1179802   0   0   0   0    0   0  66 1166 1280  1  3 96  0  0.03   6.7
2013-10-29 08:12:51: 6  0 3193923 1179802   0   0   0   0    0   0   1 1061 1208  0  1 98  0  0.02   3.6
2013-10-29 08:12:57: 4  0 3193923 1179767   0   0   0   0    0   0  12 1398 1270 15  2 83  0  0.14  28.2
2013-10-29 08:13:03: 3  0 3193923 1179752   0   0   0   0    0   0   8 1395 1339 20  2 78  0  0.18  36.1
2013-10-29 08:13:09: 3  0 3193923 1179752   0   0   0   0    0   0   1 1177 1344  6  2 92  0  0.07  13.6
2013-10-29 08:13:15: 3  0 3193923 1179750   0   0   0   0    0   0   3 1086 1187  1  1 98  0  0.02   4.0
2013-10-29 08:13:21: 3  0 3193923 1179750   0   0   0   0    0   0   2 1081 1282  0  1 98  0  0.02   3.5
2013-10-29 08:13:27: 10  0 3193923 1179746   0   0   0   0    0   0  12 199224 41958 38  7 55  0  0.25  50.4
2013-10-29 08:13:33: 10  0 3193923 1179745   0   0   0   0    0   0  14 188134 5824 85  5 10  0  0.53 106.8
2013-10-29 08:13:39: kthr    memory              page              faults              cpu
2013-10-29 08:13:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:13:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:13:39: 1  0 3193923 1179744   0   0   0   0    0   0   8 10530 1311 26  3 72  0  0.23  45.7
2013-10-29 08:13:45: 1  0 3193923 1179744   0   0   0   0    0   0  58 1474 1258  1  3 96  0  0.03   6.9
2013-10-29 08:13:51: 2  0 3193923 1179744   0   0   0   0    0   0   5 1371 1310 19  2 79  0  0.17  34.7
2013-10-29 08:13:57: 3  0 3193923 1179743   0   0   0   0    0   0   2 1091 1294  1  1 98  0  0.02   4.5
2013-10-29 08:14:03: 4  0 3193923 1179743   0   0   0   0    0   0   0 1038 1262  0  1 98  0  0.02   3.3
2013-10-29 08:14:09: 4  0 3193923 1179740   0   0   0   0    0   0  12 1093 1252  1  1 98  0  0.02   4.3
2013-10-29 08:14:15: 4  0 3194019 1179507   0   0   0   0    0   0  95 134682 1457 14  5 82  0  0.15  29.2
2013-10-29 08:14:21: 4  0 3194019 1179406   0   0   0   0    0   0  73 21242 1416  8  2 89  0  0.09  18.6
2013-10-29 08:14:27: 8  0 3194019 1179406   0   0   0   0    0   0   9 18621 3575 37  2 61  0  0.27  53.0
2013-10-29 08:14:33: 14  0 3194019 1179403   0   0   0   0    0   0  50 179300 22231 85  5 10  0  0.56 112.3
2013-10-29 08:14:39: 1  0 3194019 1179402   0   0   0   0    0   0  21 14874 1327 24  3 74  0  0.21  42.8
2013-10-29 08:14:45: 1  0 3194019 1179402   0   0   0   0    0   0  68 8133 1377 15  4 82  0  0.15  29.4
2013-10-29 08:14:51: 1  0 3194019 1179401   0   0   0   0    0   0   5 1354 1307 14  2 84  0  0.13  26.4
2013-10-29 08:14:57: 1  0 3194019 1179401   0   0   0   0    0   0   5 1491 1318 22  2 76  0  0.19  39.0
2013-10-29 08:15:03: 16  0 3194019 1179399   0   0   0   0    0   0   6 234637 16459 88  5  7  0  0.65 129.6
2013-10-29 08:15:09: 1  0 3194019 1179399   0   0   0   0    0   0   3 2102 1306 15  2 83  0  0.14  29.0
2013-10-29 08:15:15: 3  0 3194019 1179399   0   0   0   0    0   0   2 1245 1283  8  2 90  0  0.09  17.1
2013-10-29 08:15:21: 3  0 3194019 1179399   0   0   0   0    0   0   1 1062 1168  1  2 98  0  0.02   4.8
2013-10-29 08:15:27: 3  0 3194019 1179399   0   0   0   0    0   0   6 1353 1208  8  2 90  0  0.08  15.9
2013-10-29 08:15:33: 4  0 3194019 1179395   0   0   0   0    0   0  27 1187 1262  2  2 96  0  0.04   7.8
2013-10-29 08:15:39: kthr    memory              page              faults              cpu
2013-10-29 08:15:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:15:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:15:39: 3  0 3194019 1179395   0   0   0   0    0   0   7 1089 1170  1  2 97  0  0.03   5.3
2013-10-29 08:15:45: 4  0 3194019 1179377   0   0   0   0    0   0  58 33756 1252 11  4 84  0  0.13  25.6
2013-10-29 08:15:51: 1  0 3194019 1179377   0   0   0   0    0   0   1 1251 1303  8  2 90  0  0.08  16.3
2013-10-29 08:15:57: 1  0 3194019 1179377   0   0   0   0    0   0   1 1081 1167  1  2 97  0  0.03   5.4
2013-10-29 08:16:03: 2  0 3194019 1179377   0   0   0   0    0   0   0 1053 1260  1  2 98  0  0.02   4.9
2013-10-29 08:16:09: 4  0 3194019 1179377   0   0   0   0    0   0   1 1064 1233  1  2 98  0  0.02   4.9
2013-10-29 08:16:15: 3  0 3194019 1179374   0   0   0   0    0   0  10 1162 1204  1  2 97  0  0.03   6.2
2013-10-29 08:16:21: 3  0 3194019 1179374   0   0   0   0    0   0   3 1071 1179  1  2 97  0  0.03   5.6
2013-10-29 08:16:27: 4  0 3194019 1179372   0   0   0   0    0   0   5 1362 1298  7  2 91  0  0.08  15.4
2013-10-29 08:16:33: 3  0 3194019 1179370   0   0   0   0    0   0   3 1031 1156  1  2 98  0  0.02   4.7
2013-10-29 08:16:39: 3  0 3194019 1179367   0   0   0   0    0   0  15 7945 1202  8  2 89  0  0.09  17.7
2013-10-29 08:16:45: 3  1 3194019 1179367   0   0   0   0    0   0  58 1162 1242  1  3 95  0  0.04   8.3
2013-10-29 08:16:51: 2  0 3194019 1179367   0   0   0   0    0   0   1 1043 1166  1  2 98  0  0.02   4.9
2013-10-29 08:16:57: 4  0 3194019 1179367   0   0   0   0    0   0   3 1081 1160  1  2 97  0  0.03   5.1
2013-10-29 08:17:03: 3  0 3194035 1179317   0   0   0   0    0   0  25 18277 1233  4  2 94  0  0.05  11.0
2013-10-29 08:17:09: 1  0 3194035 1179317   0   0   0   0    0   0   3 1067 1250  1  1 98  0  0.02   4.1
2013-10-29 08:17:15: 1  0 3194035 1179316   0   0   0   0    0   0   6 1116 1235  1  1 98  0  0.02   4.5
2013-10-29 08:17:21: 1  0 3194035 1179315   0   0   0   0    0   0  15 11431 1230  1  2 97  0  0.03   5.0
2013-10-29 08:17:27: 2  0 3194035 1179312   0   0   0   0    0   0  56 9089 1312  6  2 92  0  0.07  13.3
2013-10-29 08:17:33: 1  0 3194035 1179312   0   0   0   0    0   0   2 1045 1334  1  1 98  0  0.02   3.7
2013-10-29 08:17:39: kthr    memory              page              faults              cpu
2013-10-29 08:17:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:17:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:17:39: 3  0 3194035 1179311   0   0   0   0    0   0   2 1073 1325  1  1 98  0  0.02   3.6
2013-10-29 08:17:45: 5  0 3194035 1179310   0   0   0   0    0   0  66 1600 1304  7  3 89  0  0.09  17.3
2013-10-29 08:17:51: 1  0 3194035 1179310   0   0   0   0    0   0   0 1049 1207  0  1 98  0  0.02   3.7
2013-10-29 08:17:57: 1  0 3194035 1179310   0   0   0   0    0   0   1 1090 1221  1  1 98  0  0.02   4.4
2013-10-29 08:18:03: 3  0 3194035 1179306   0   0   0   0    0   0   9 1093 1278  1  1 98  0  0.02   4.5
2013-10-29 08:18:09: 4  0 3194035 1179305   0   0   0   0    0   0   3 1103 1203  1  1 97  0  0.02   4.9
2013-10-29 08:18:15: 4  0 3194035 1179305   0   0   0   0    0   0   0 1094 1202  1  1 98  0  0.02   3.8
2013-10-29 08:18:21: 5  0 3194035 1179305   0   0   0   0    0   0   0 1072 1334  0  1 98  0  0.02   3.4
2013-10-29 08:18:27: 6  0 3194035 1179305   0   0   0   0    0   0   5 2244 1327  1  2 97  0  0.02   5.0
2013-10-29 08:18:33: 11  0 3194035 1179295   0   0   0   0    0   0   6 219852 24332 71  6 23  0  0.43  85.6
2013-10-29 08:18:39: 9  0 3194035 1179270   0   0   0   0    0   0  11 29364 2694 61  2 37  0  0.39  77.6
2013-10-29 08:18:45: 1  0 3194035 1179255   0   0   0   0    0   0  67 8176 1324 20  4 76  0  0.20  39.2
2013-10-29 08:18:51: 1  0 3194035 1179255   0   0   0   0    0   0   7 1380 1278 19  2 79  0  0.17  34.2
2013-10-29 08:18:57: 1  0 3194036 1179252   0   0   0   0    0   0   9 2274 1221  2  1 97  0  0.03   5.6
2013-10-29 08:19:03: 1  0 3194036 1179251   0   0   0   0    0   0   4 1362 1280 19  2 79  0  0.17  34.1
2013-10-29 08:19:09: 1  0 3194036 1179249   0   0   0   0    0   0   3 1073 1359  1  1 98  0  0.02   4.2
2013-10-29 08:19:15: 12  0 3194036 1179244   0   0   0   0    0   0  25 260696 15851 89  6  5  0  0.54 107.1
2013-10-29 08:19:21: 21  0 3194036 1179243   0   0   0   0    0   0  13 1415 1459 35  2 63  0  0.25  50.9
2013-10-29 08:19:27: 2  0 3194036 1179243   0   0   0   0    0   0   3 7900 1336  1  2 97  0  0.03   5.4
2013-10-29 08:19:33: 1  0 3194036 1179243   0   0   0   0    0   0   0 1032 1257  0  1 98  0  0.02   3.4
2013-10-29 08:19:39: kthr    memory              page              faults              cpu
2013-10-29 08:19:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:19:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:19:39: 1  0 3194036 1179242   0   0   0   0    0   0   2 1074 1311  1  1 98  0  0.02   3.7
2013-10-29 08:19:45: 1  0 3194036 1179242   0   0   0   0    0   0  63 1472 1368  1  3 96  0  0.04   7.0
2013-10-29 08:19:51: 1  0 3194036 1179242   0   0   0   0    0   0   1 1043 1200  0  1 98  0  0.02   3.7
2013-10-29 08:19:57: 1  0 3194036 1179242   0   0   0   0    0   0   1 1099 1240  1  1 98  0  0.02   4.1
2013-10-29 08:20:03: 1  0 3194036 1179240   0   0   0   0    0   0  50 1678 1254  3  2 95  0  0.04   8.6
2013-10-29 08:20:09: 1  0 3194036 1179240   0   0   0   0    0   0   2 1159 1206  7  2 91  0  0.07  14.0
2013-10-29 08:20:15: 1  0 3194036 1179238   0   0   0   0    0   0  15 1743 1276 16  2 82  0  0.15  29.8
2013-10-29 08:20:21: 1  0 3194036 1179238   0   0   0   0    0   0   3 1151 1251  1  1 98  0  0.02   3.7
2013-10-29 08:20:27: 7  0 3194036 1179238   0   0   0   0    0   0   5 1355 1315  7  2 91  0  0.07  14.8
2013-10-29 08:20:33: 0  0 3194036 1179238   0   0   0   0    0   0   1 1027 1287  0  1 98  0  0.02   3.6
2013-10-29 08:20:39: 0  0 3194036 1179226   0   0   0   0    0   0   8 1354 1251 14  2 85  0  0.12  24.7
2013-10-29 08:20:45: 1  0 3194036 1179226   0   0   0   0    0   0  61 1119 1401  1  3 96  0  0.04   7.2
2013-10-29 08:20:51: 2  0 3194036 1179226   0   0   0   0    0   0   0 1061 1215  0  1 98  0  0.02   3.7
2013-10-29 08:20:57: 0  0 3194036 1179226   0   0   0   0    0   0   1 1089 1231  1  1 98  0  0.02   4.4
2013-10-29 08:21:03: 1  0 3194036 1179225   0   0   0   0    0   0   1 1047 1224  0  1 98  0  0.02   3.5
2013-10-29 08:21:09: 3  0 3194036 1179225   0   0   0   0    0   0   0 1100 1258  1  1 98  0  0.02   3.7
2013-10-29 08:21:15: 0  0 3194036 1179225   0   0   0   0    0   0   0 1056 1270  0  1 98  0  0.02   3.4
2013-10-29 08:21:21: 2  0 3194036 1179225   0   0   0   0    0   0   1 1075 1302  0  1 98  0  0.02   3.6
2013-10-29 08:21:27: 0  0 3194036 1179225   0   0   0   0    0   0   4 1255 1321  1  1 98  0  0.02   4.7
2013-10-29 08:21:33: 2  0 3194036 1179225   0   0   0   0    0   0   0 1045 1294  0  1 98  0  0.02   3.6
2013-10-29 08:21:39: kthr    memory              page              faults              cpu
2013-10-29 08:21:39: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 08:21:39: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 08:21:39: 2  0 3194036 1179225   0   0   0   0    0   0   3 1064 1283  1  1 98  0  0.02   3.6
2013-10-29 08:21:45: 3  0 3194036 1179224   0   0   0   0    0   0  60 1499 1295  1  3 96  0  0.03   6.7
2013-10-29 08:21:51: 3  0 3194036 1179224   0   0   0   0    0   0   0 1055 1194  0  1 98  0  0.02   3.6
2013-10-29 08:21:57: 3  0 3194036 1179224   0   0   0   0    0   0   1 1094 1217  1  1 98  0  0.02   4.2
2013-10-29 08:22:03: 3  0 3194036 1179224   0   0   0   0    0   0   0 1045 1307  0  1 98  0  0.02   3.8
2013-10-29 08:22:09: 3  0 3194036 1179223   0   0   0   0    0   0   3 1111 1215  1  1 98  0  0.02   4.4
2013-10-29 08:22:15: 3  0 3194036 1179223   0   0   0   0    0   0   0 1054 1256  0  1 98  0  0.02   3.4
2013-10-29 08:22:21: 4  0 3194036 1179223   0   0   0   0    0   0   1 1076 1223  0  1 98  0  0.02   3.4
2013-10-29 08:22:27: 3  0 3194036 1179221   0   0   0   0    0   0   4 1339 1284  1  1 98  0  0.02   4.5
2013-10-29 08:22:33: 3  0 3194023 1179234   0   0   0   0    0   0  16 12879 1385 16 15 69  0  0.24  48.8
2013-10-29 08:22:39: 0  0 3194023 1179234   0   0   0   0    0   0   3 1055 1234  1  1 98  0  0.02   3.8
2013-10-29 08:22:45: 0  0 3194023 1179234   0   0   0   0    0   0  63 1169 1279  1  3 96  0  0.03   6.8
2013-10-29 08:22:51: 0  0 3194023 1179227   0   0   0   0    0   0  54 1328 1246  5  2 93  0  0.06  12.8
2013-10-29 08:22:57: 0  0 3194023 1179227   0   0   0   0    0   0   0 1090 1235  1  1 98  0  0.02   4.3
2013-10-29 08:23:03: 2  0 3194023 1179226   0   0   0   0    0   0   1 1057 1302  0  1 98  0  0.02   3.6
2013-10-29 08:23:09: 1  0 3194023 1179226   0   0   0   0    0   0   0 1098 1279  1  1 98  0  0.02   3.8
2013-10-29 08:23:15: 1  0 3194023 1179224   0   0   0   0    0   0   3 1082 1233  1  1 98  0  0.02   3.8
