2013-10-29 07:06:21: 
2013-10-29 07:06:21: System configuration: lcpu=20 mem=24576MB ent=0.50
2013-10-29 07:06:21: 
2013-10-29 07:06:21: kthr    memory              page              faults              cpu
2013-10-29 07:06:21: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 07:06:21: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 07:07:41: 2  0 3183608 1241848   0   0   0   0    0   0 489 22341 2187 40  8 53  0  0.39  78.4
2013-10-29 07:07:46: 2  0 3183608 1241290   0   0   0   0    0   0 520 24075 2222 37  8 55  0  0.38  75.8
2013-10-29 07:07:51: 2  0 3183609 1243345   0   0   0   0    0   0 508 79226 2315 43  9 48  0  0.43  85.6
2013-10-29 07:07:56: 1  0 3183609 1242721   0   0   0   0    0   0 528 27818 2266 39  8 53  0  0.39  78.7
2013-10-29 07:08:01: kthr    memory              page              faults              cpu
2013-10-29 07:08:01: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 07:08:01: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 07:08:01: 9  0 3183612 1242134   0   0   0   0    0   0 476 27015 2168 39  8 53  0  0.39  78.1
2013-10-29 07:08:06: 5  0 3183612 1241738   0   0   0   0    0   0 296 111379 20814 28  9 63  0  0.29  57.9
2013-10-29 07:08:11: 3  0 3183612 1241448   0   0   0   0    0   0 293 56202 3859 25  7 68  0  0.27  53.4
2013-10-29 07:08:16: 2  0 3183612 1241043   0   0   0   0    0   0 331 5144 1892 29  6 65  0  0.29  57.8
2013-10-29 07:08:21: 4  0 3183612 1240656   0   0   0   0    0   0 353 21053 1919 27  6 67  0  0.28  55.9
2013-10-29 07:08:26: 6  0 3183612 1240282   0   0   0   0    0   0 334 56987 1883 34  8 57  0  0.35  69.5
2013-10-29 07:08:31: 6  0 3183629 1239992   0   0   0   0    0   0 273 19128 1770 24  5 70  0  0.25  49.5
2013-10-29 07:08:36: 4  0 3183629 1239585   0   0   0   0    0   0 389 159733 4085 33 11 56  0  0.35  70.0
2013-10-29 07:08:41: 4  0 3183629 1239299   0   0   0   0    0   0 294 3202 1821 24  5 71  0  0.24  48.9
2013-10-29 07:08:46: 4  0 3183633 1238984   0   0   0   0    0   0 256 3456 1776 20  5 75  0  0.22  43.4
2013-10-29 07:08:51: 4  0 3183633 1238939   0   0   0   0    0   0 103 1898 1437 19  3 78  0  0.18  35.4
2013-10-29 07:08:56: 3  0 3183633 1238928   0   0   0   0    0   0  53 5297 1350  6  2 92  0  0.08  15.1
2013-10-29 07:09:01: 3  0 3183633 1241472   0   0   0   0    0   0  47 1554 1324 10  3 87  0  0.10  20.8
2013-10-29 07:09:06: 2  0 3183633 1241201   0   0   0   0    0   0 305 11568 1772 32  6 62  0  0.32  63.4
2013-10-29 07:09:11: 3  0 3183633 1240859   0   0   0   0    0   0 326 5722 1883 25  6 69  0  0.26  52.5
2013-10-29 07:09:16: 2  0 3183651 1240546   0   0   0   0    0   0 259 94460 36693 37  9 54  0  0.35  70.4
2013-10-29 07:09:21: 2  0 3183651 1240196   0   0   0   0    0   0 250 11151 1746 41  5 54  0  0.37  74.8
2013-10-29 07:09:26: 4  0 3183667 1239769   0   0   0   0    0   0 296 4073 1862 35  6 59  0  0.34  68.3
2013-10-29 07:09:31: 1  0 3183667 1239373   0   0   0   0    0   0 341 5815 2002 25  6 69  0  0.26  52.0
2013-10-29 07:09:36: 2  0 3183667 1239293   0   0   0   0    0   0 116 11883 1426 10  4 86  0  0.12  24.3
2013-10-29 07:09:41: kthr    memory              page              faults              cpu
2013-10-29 07:09:41: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 07:09:41: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 07:09:41: 1  0 3183667 1239213   0   0   0   0    0   0 138 18819 1467 13  4 83  0  0.14  28.4
2013-10-29 07:09:46: 1  0 3183667 1239209   0   0   0   0    0   0  16 12682 1297  3  2 95  0  0.04   8.8
2013-10-29 07:09:51: 3  0 3183667 1239197   0   0   0   0    0   0 118 7248 1410 10  3 87  0  0.11  21.9
2013-10-29 07:09:56: 2  0 3183667 1239109   0   0   0   0    0   0  60 8497 1338  7  3 90  0  0.09  17.2
2013-10-29 07:10:01: 2  0 3183677 1238920   0   0   0   0    0   0 153 41765 2222 15  5 80  0  0.16  32.5
2013-10-29 07:10:06: 1  0 3183677 1238918   0   0   0   0    0   0  10 1261 1322  7  2 91  0  0.08  15.6
2013-10-29 07:10:11: 1  0 3183677 1238608   0   0   0   0    0   0 292 14003 1809 32  7 61  0  0.32  64.1
2013-10-29 07:10:16: 2  0 3183693 1238205   0   0   0   0    0   0 583 41737 4752 44  9 47  0  0.44  87.7
2013-10-29 07:10:21: 2  0 3183695 1237703   0   0   0   0    0   0 478 61531 2172 44  8 48  0  0.43  85.9
2013-10-29 07:10:26: 2  0 3183696 1237248   0   0   0   0    0   0 447 33586 2172 39  8 54  0  0.39  77.2
2013-10-29 07:10:31: 1  0 3183696 1236774   0   0   0   0    0   0 444 12371 2142 31  7 62  0  0.32  64.1
2013-10-29 07:10:36: 1  0 3183696 1238884   0   0   0   0    0   0 510 4158 2180 34  8 58  0  0.35  70.0
2013-10-29 07:10:41: 1  0 3183712 1238404   0   0   0   0    0   0 461 37348 2113 36  8 56  0  0.37  73.1
2013-10-29 07:10:46: 3  0 3183712 1237953   0   0   0   0    0   0 427 43758 2148 33  7 59  0  0.33  66.8
2013-10-29 07:10:51: 6  0 3183712 1237492   0   0   0   0    0   0 417 89632 4684 38  8 54  0  0.35  69.3
2013-10-29 07:10:56: 1  0 3183715 1237115   0   0   0   0    0   0 301 14587 1827 25  6 70  0  0.25  50.6
2013-10-29 07:11:01: 3  0 3183715 1237082   0   0   0   0    0   0  65 9644 1351  9  2 89  0  0.09  17.9
2013-10-29 07:11:06: 2  0 3183731 1237060   0   0   0   0    0   0  21 2581 1376 12  2 87  0  0.12  23.3
2013-10-29 07:11:11: 4  0 3183731 1236884   0   0   0   0    0   0  91 2721 1448 14  3 83  0  0.14  28.2
2013-10-29 07:11:16: 2  0 3183731 1236388   0   0   0   0    0   0 452 4302 2144 31  7 62  0  0.32  64.0
2013-10-29 07:11:21: kthr    memory              page              faults              cpu
2013-10-29 07:11:21: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 07:11:21: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 07:11:21: 2  0 3183731 1235913   0   0   0   0    0   0 423 30713 2117 35  7 58  0  0.35  69.7
2013-10-29 07:11:26: 2  0 3183739 1235449   0   0   0   0    0   0 433 29154 5002 34  8 58  0  0.35  70.4
2013-10-29 07:11:31: 2  0 3183739 1234980   0   0   0   0    0   0 452 12357 2094 34  7 59  0  0.34  67.8
2013-10-29 07:11:36: 5  0 3183755 1234453   0   0   0   0    0   0 480 26322 2112 40  9 51  0  0.40  80.9
2013-10-29 07:11:41: 2  0 3183755 1236515   0   0   0   0    0   0 427 58337 2609 38  8 54  0  0.38  75.1
2013-10-29 07:11:46: 3  0 3183755 1236054   0   0   0   0    0   0 440 17619 2084 33  7 60  0  0.33  66.8
2013-10-29 07:11:51: 2  0 3183755 1235625   0   0   0   0    0   0 452 13732 2051 38  7 55  0  0.37  74.6
2013-10-29 07:11:56: 1  0 3183759 1235176   0   0   0   0    0   0 371 12227 1985 27  6 67  0  0.28  56.2
2013-10-29 07:12:01: 1  0 3183759 1234803   0   0   0   0    0   0 325 63153 5943 31  8 61  0  0.31  62.9
2013-10-29 07:12:06: 3  0 3183759 1234311   0   0   0   0    0   0 448 10495 2174 32  7 61  0  0.33  66.0
2013-10-29 07:12:11: 3  0 3183759 1233813   0   0   0   0    0   0 461 16829 2140 33  7 60  0  0.33  66.8
2013-10-29 07:12:16: 5  0 3183759 1233331   0   0   0   0    0   0 451 24416 2471 32  7 61  0  0.33  66.5
2013-10-29 07:12:21: 2  0 3183760 1232884   0   0   0   0    0   0 459 50598 6332 34  8 58  0  0.35  69.5
2013-10-29 07:12:26: 4  0 3183793 1232352   0   0   0   0    0   0 384 58169 2226 43  8 49  0  0.41  82.9
2013-10-29 07:12:31: 1  0 3183794 1234465   0   0   0   0    0   0 409 16405 2053 32  7 61  0  0.32  64.9
2013-10-29 07:12:36: 4  0 3183810 1234015   0   0   0   0    0   0 474 4535 2142 32  9 60  0  0.33  66.9
2013-10-29 07:12:41: 1  0 3183842 1233473   0   0   0   0    0   0 466 12580 2233 33  7 60  0  0.34  67.1
2013-10-29 07:12:46: 1  0 3183846 1233271   0   0   0   0    0   0 165 27672 1551 28  6 66  0  0.27  54.6
2013-10-29 07:12:51: 1  0 3183846 1233265   0   0   0   0    0   0  69 12833 1354  6  2 92  0  0.07  14.0
2013-10-29 07:12:56: 2  0 3183846 1233255   0   0   0   0    0   0  44 1413 1307  6  2 93  0  0.06  12.5
2013-10-29 07:13:01: kthr    memory              page              faults              cpu
2013-10-29 07:13:01: ----- ----------- ------------------------ ------------ -----------------------
2013-10-29 07:13:01: r  b   avm   fre  re  pi  po  fr   sr  cy  in   sy  cs us sy id wa    pc    ec
2013-10-29 07:13:01: 2  0 3183846 1233246   0   0   0   0    0   0  36 5991 1387  3  2 95  0  0.04   8.2
2013-10-29 07:13:06: 3  0 3183863 1233186   0   0   0   0    0   0  50 1896 1421  4  2 94  0  0.05  10.1
2013-10-29 07:13:11: 2  0 3183863 1233186   0   0   0   0    0   0  34 3796 1339  3  2 95  0  0.04   8.1
2013-10-29 07:13:16: 1  0 3183864 1233181   0   0   0   0    0   0  34 9313 1336  3  2 95  0  0.05   9.2
2013-10-29 07:13:21: 1  0 3183873 1232922   0   0   0   0    0   0 145 11839 1614 13  3 84  0  0.14  27.5
2013-10-29 07:13:26: 1  0 3183873 1232920   0   0   0   0    0   0   7 2529 1380  1  2 97  0  0.03   5.8
2013-10-29 07:13:31: 1  0 3183873 1232914   0   0   0   0    0   0 118 15153 1361  9  2 89  0  0.09  18.8
2013-10-29 07:13:36: 1  1 3183873 1232897   0   0   0   0    0   0 134 9392 1381  4  4 92  0  0.07  13.9
2013-10-29 07:13:41: 1  0 3183889 1232878   0   0   0   0    0   0  14 4214 1226  3  1 96  0  0.04   7.8
2013-10-29 07:13:46: 2  0 3183889 1232868   0   0   0   0    0   0  73 1579 1331 10  2 87  0  0.11  21.4
2013-10-29 07:13:51: 1  0 3183889 1232864   0   0   0   0    0   0  31 2776 1280  2  2 96  0  0.04   7.1
2013-10-29 07:13:56: 1  0 3183889 1232842   0   0   0   0    0   0 138 14367 1478  8  3 89  0  0.09  18.8
2013-10-29 07:14:01: 1  0 3183889 1232842   0   0   0   0    0   0   8 1110 1273  1  1 98  0  0.02   4.4
2013-10-29 07:14:06: 1  0 3183889 1232834   0   0   0   0    0   0  50 1467 1296  8  2 90  0  0.08  16.4
2013-10-29 07:14:11: 2  0 3183890 1232298   0   0   0   0    0   0 416 26181 2054 32  7 61  0  0.32  63.8
2013-10-29 07:14:16: 3  0 3183923 1231648   0   0   0   0    0   0 529 59574 2331 41  9 51  0  0.41  81.9
2013-10-29 07:14:21: 1  0 3183939 1230990   0   0   0   0    0   0 531 71062 4966 40  9 52  0  0.40  80.1
2013-10-29 07:14:26: 1  0 3183939 1230433   0   0   0   0    0   0 529 22296 3644 32  7 61  0  0.33  66.7
2013-10-29 07:14:31: 1  0 3183939 1229807   0   0   0   0    0   0 565 39173 2358 38  8 54  0  0.38  75.8
2013-10-29 07:14:36: 3  0 3183971 1231763   0   0   0   0    0   0 596 48464 2359 37 10 53  0  0.39  78.2
